page_id	text	label	Pattern Category
1056	Fashion Bags	0	Not a Dark Pattern
424	No thanks, I don't like discounts	1	Confirm Shaming
1450	Going Fast: Limited Quantities Left!	1	False Urgency
1351	This is a green tea without the bitterness.	0	Not a Dark Pattern
216	Spring Styles	0	Not a Dark Pattern
1367	Rate & Review	0	Not a Dark Pattern
898	You may cancel your JustFab VIP Membership at any time. There is absolutely no cancellation fee. If you would like to continue receiving selections, then just skip the month by clicking Skip This Month in your Boutique between the 1st and the 5th of the month. You won't be charged and no member credit will be generated for you. If you no longer want to skip the month, then call our Fashion Consultants on 020 36953830 (local rate) Mon-Fri 8:00AM to 8:00PM and Sat-Sun 10:00AM to 6:00PM or cancel your membership via chat.	1	Subscription Trap
1265	Only 498 left	1	False Urgency
638	Cooper Remotes	0	Not a Dark Pattern
206	Over 38 bought	1	Disguised Advertisement
1630	Mitre Saws	0	Not a Dark Pattern
827	Christian Dior	0	Not a Dark Pattern
117	Share this product	0	Not a Dark Pattern
1630	Space Heaters & Workshop Heaters	0	Not a Dark Pattern
1240	Hurry! Only a few of these left	1	False Urgency
1466	Animals & Action Figures	0	Not a Dark Pattern
1273	Only 1 Item Left!	1	False Urgency
695	HAUTELOOK 04:53	1	False Urgency
1367	WANNA COLLAB?	0	Not a Dark Pattern
1736	PopTop Refine by Product Type: PopTop	0	Not a Dark Pattern
981	* Limited Time Offer *\nFREE\nTLPWR1 Test Leads!	1	False Urgency
767	Earn FanCash on all purchases!	0	Not a Dark Pattern
1468	Bob's Outreach	0	Not a Dark Pattern
1658	Cleaning Brushes & Tools	0	Not a Dark Pattern
1648	Sunwayfoto	0	Not a Dark Pattern
39	85 have it in their cart	1	Disguised Advertisement
883	If you wish to cancel your subscription, you can email us at getflat@flattummyco.com	1	Subscription Trap
1479	Only 3 pieces in stock!	1	False Urgency
1079	ONLY 3 LEFT IN STOCK.	1	False Urgency
1446	Free Embroidery Patterns	0	Not a Dark Pattern
1469	Mixing & Measuring	0	Not a Dark Pattern
885	Members may cancel their Membership at any time during their Membership term and receive a full refund, less any benefits/savings received in their current Membership term (for example, Buyer’s Club Discounts received or free shipping). Refunds for completed years completed will not be made, even if the Member did not use any of the benefits during the Membership term. To cancel your membership, please contact our customer service department by contacting us at 1-800-375-3006.	1	Subscription Trap
1759	To qualify, simply verify your status during checkout on the payment step. We verify through ID.me, our trusted technology partner for secure digital identity verification.	0	Not a Dark Pattern
450	no thanks, I'll save money another day	1	Confirm Shaming
257	Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!	1	Disguised Advertisement
361	Best-Selling Products	0	Not a Dark Pattern
1028	LIMITED TIME ONLY!	1	False Urgency
1293	Subscribe! Don’t be caught empty handed	0	Not a Dark Pattern
246	Add to Cart	0	Not a Dark Pattern
990	Now 30% off - hurry, limited time offer!	1	False Urgency
1541	The requested page could not be found	0	Not a Dark Pattern
1468	View In Your Room	0	Not a Dark Pattern
1174	EVO SP All EVO SP parts and accessories	0	Not a Dark Pattern
1434	Circa Punches	0	Not a Dark Pattern
752	Riding Culture Neue Lifestyle-Marke bei motoin	0	Not a Dark Pattern
667	Ericdress Long Sleeve Mesh Off Shoulder Summer Dress	0	Not a Dark Pattern
1351	Green Tea is made up of properties that have been known to increase caloric expenditure as well as the metabolism of fat	0	Not a Dark Pattern
350	COLLEGIATE	0	Not a Dark Pattern
1653	Sparkling Elegance	0	Not a Dark Pattern
287	To add to Wishlist, please register or sign in.	0	Not a Dark Pattern
1110	HURRY! Only a few left in stock!	1	False Urgency
216	New In Lunch Boxes	0	Not a Dark Pattern
1446	Cayman Islands USD	0	Not a Dark Pattern
318	No Thanks, I rather pay full price	1	Confirm Shaming
264	View All Shoes	0	Not a Dark Pattern
152	Someone from Airdrie & 10820 others bought this item recently.	1	Disguised Advertisement
1330	Rachel Comey	0	Not a Dark Pattern
204	52 people are looking at this right now.	1	Disguised Advertisement
845	1 day 08:15:25	1	False Urgency
173	estiven in Deer Park, United States purchased PreWash™ 4 oz	1	Disguised Advertisement
833	Delivery & Offers Terms	0	Not a Dark Pattern
106	Oscar from Cajamarca, Peru purchased	1	Disguised Advertisement
353	New Arrivals	0	Not a Dark Pattern
569	Buy Tablets	0	Not a Dark Pattern
69	Present your Fave voucher (it's in the Purchases tab under My Fave) at the outlet.	0	Not a Dark Pattern
1393	ONLY 1 REMAINING	1	False Urgency
1648	Point & Shoots	0	Not a Dark Pattern
190	Already have an account?	0	Not a Dark Pattern
568	Mystic Topaz: Rings, Earrings, Necklaces and Bracelets	0	Not a Dark Pattern
1719	Necessary Protection..	1	Interface Interference
530	Joybird Design House	0	Not a Dark Pattern
1158	What is a cookie?	0	Not a Dark Pattern
301	Someone in Spain purchased	1	Disguised Advertisement
527	View All Tops	0	Not a Dark Pattern
585	02:06:40 left to buy	1	False Urgency
87	Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired)	1	Disguised Advertisement
249	13 people have added this to their cart	1	Disguised Advertisement
1550	Panther Anole	0	Not a Dark Pattern
1369	Last chance! Only 1 left	1	False Urgency
767	AccessoriesCar AccessoriesDressesFootwearHome & OfficeJacketsLawn & OutdoorsPantsPolosShirts & SweatersShortsSleepwear & UnderwearSwim CollectionTailgatingSale Items- View All -	0	Not a Dark Pattern
1056	Pay weekly	0	Not a Dark Pattern
910	YOU MAY CANCEL YOUR WINE CLUB MEMBERSHIP OR ANY HOLIDAY SHIPMENTS AT ANY TIME BY CONTACTING US AT 1-877-975-9463, AND WE WILL PROMPTLY STOP PROCESSING THE RECURRING PAYMENTS.	1	Subscription Trap
113	I have green eyes and with these bright green contacts makes my eyes look out of this world amazing. I love them and they have lasted months!!	0	Not a Dark Pattern
1005	Sale ends soon:	1	False Urgency
1260	Only 16531 items left in stock!	1	False Urgency
1731	Want a special deal? Bundle and SAVE UPTO30%	1	Trick Question
94	4 people have purchased this item	1	Disguised Advertisement
1673	BABY BOYSShoesClothingAccessories	0	Not a Dark Pattern
158	NEED ADDITIONAL HELP?	0	Not a Dark Pattern
1423	These cookies are necessary for the website to function and cannot be switched off in our system. These cookies are usually only set in response to actions made by you which include a request for services, such as setting your privacy preferences or logging into your account.	0	Not a Dark Pattern
527	High-Waisted Shorts	0	Not a Dark Pattern
1405	Sign In / Join	0	Not a Dark Pattern
1663	We only have few stocks left for this product. Please don't miss the chance.	1	False Urgency
765	Click here to use our website with more accessibility support, for example screen readers	0	Not a Dark Pattern
505	Your order is reserved for 09:35 minutes!	1	False Urgency
1041	LIMITED TIME ONLY *on select models	1	False Urgency
1446	Mixed Media	0	Not a Dark Pattern
671	BE QUICK 00:57:33 DON'T MISS OUT	1	False Urgency
216	New In	0	Not a Dark Pattern
1451	Remove selected car filter	0	Not a Dark Pattern
792	35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35 - HURRY! ENDS IN  16H 59M 06S	1	False Urgency
1609	Shipping and Duties	0	Not a Dark Pattern
1139	Order by these dates to get it by Valentine's Day.*	0	Not a Dark Pattern
767	NFL Enterprises LLC. All Rights Reserved.	0	Not a Dark Pattern
1787	LOGIN/REGISTER	1	Interface Interference
561	00Days17Hours12Mins13Secs	1	False Urgency
1315	Women's Bags	0	Not a Dark Pattern
1403	We're sorry, this store is closed.	0	Not a Dark Pattern
145	3 people are looking at this item right now	1	Disguised Advertisement
17	Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.	1	Disguised Advertisement
858	Hurry, Limited Time Offer! 11:25	1	False Urgency
1328	Search Close	0	Not a Dark Pattern
1667	touching, funny and romantic	0	Not a Dark Pattern
1789	We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.	1	Interface Interference
1234	Only 2 stock available	1	False Urgency
1229	Hurry! Only 3 Left In Stock.	1	False Urgency
926	◊After 1 year, subscription auto renews with fee. Review your iFit® Coach account on a computer, tablet, smartphone, or equipment console.	1	Drip Pricing
189	Sorry, we could not process your request at the moment. Please try again in a few minutes.	0	Not a Dark Pattern
1446	Jersey GBP	0	Not a Dark Pattern
740	My Account	0	Not a Dark Pattern
404	No Thanks, I Don't Want a Discount	1	Confirm Shaming
1466	Hair Grooming Appliances	0	Not a Dark Pattern
925	WOULD YOU LIKE A FREE NEXT DIRECTORY? Explore all the latest collections from your free Next Directory. By opting in to receive the Next Directory you agree that we may send you, at our discretion, further Directories usually in January and July each year, at a charge of £3.75 per publication. You also agree to receive supplementary Directories and ‘New In’ publications at no additional charge.	1	Drip Pricing
1009	Pedal Refresh Kit - Doubleshot	0	Not a Dark Pattern
401	I'd rather pay full price	1	Interface Interference
597	Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing	1	False Urgency
1163	Only 8 items left in stock!	1	False Urgency
1743	Subscribe & Save (15%): $ 16.99	1	Interface Interference
1536	Shop Plus Shorts by Pattern	0	Not a Dark Pattern
1044	Dry Direct Incontinence Personal Care Daily Living Safety Bedroom Nutrition Mobility Lift Aids Medical Supplies Plus Size	0	Not a Dark Pattern
638	Clarity Remotes	0	Not a Dark Pattern
1648	Summary	0	Not a Dark Pattern
1405	Limited Edition Colors	0	Not a Dark Pattern
1736	For instance, we use cookies allowing us to remember information provided by the users from a page to another, choices made by users and information provided by users (name, language preference, country of residence…). In particular, we use the following functional cookies:	0	Not a Dark Pattern
1035	FRAMON #2 Code Machine Offer - Limited time offer!	1	False Urgency
1536	Jewelry and Watches	0	Not a Dark Pattern
1109	Limited stock!	1	False Urgency
1015	SLEEP EVENT OFFERS - LIMITED TIME ONLY	1	False Urgency
1604	This chart should be used as a guide only. Due to each manufacturer’s size scale inconsistencies may occur.	0	Not a Dark Pattern
198	Competitions	0	Not a Dark Pattern
1328	Shop All Men's Boots	0	Not a Dark Pattern
179	Expand My eBay	0	Not a Dark Pattern
283	Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago	1	Disguised Advertisement
822	Jumpers, Shirts & T-Shirts	0	Not a Dark Pattern
395	Media Players	0	Not a Dark Pattern
920	Father's Day Gifts	0	Not a Dark Pattern
931	Enjoy FREE shipping with WSJwine Advantage	1	Basket Sneaking
1372	Only 1 in stock	1	False Urgency
1377	Only 8 item(s) left.	1	False Urgency
616	Spring Sale Extended	1	False Urgency
347	No, I don't want a discount	1	Confirm Shaming
421	No thanks, I don't want the free gift.	1	Confirm Shaming
1044	Extra Soft Cleansing Wipes	0	Not a Dark Pattern
1373	Men's Accessories	0	Not a Dark Pattern
280	jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago	1	Disguised Advertisement
1051	SAVE $300.00\nfor limited time	1	False Urgency
787	Enter Catalog/Email Code	0	Not a Dark Pattern
466	[NO THANKS, I'LL JUST WALK]	1	Confirm Shaming
638	Yaris Remotes	0	Not a Dark Pattern
1513	Currently 8 left in stock.	1	False Urgency
340	NO, I DON'T FEEL LUCKY	1	Trick Question
1457	Currently less than 10 available	1	False Urgency
998	Ends Sunday! $200 off any mattress . free shipping & free returns!	1	False Urgency
247	Stay on Next.co.uk	0	Not a Dark Pattern
1213	Only 1 items left in stock!	1	False Urgency
1381	View All Home Accessories	0	Not a Dark Pattern
568	Healing Crystals are natural beings just like the trees, mountain or flowers. The result of diverse chemical reactions inside the earth over a millennium, gemstones are a true wonder of nature. When you touch a healing crystal, there is a transfer of heat and energy that leads to activation of chakra points. These therapeutic powers noticed in the presence of gemstones are the reason they are called healing crystals. With some crystals as old as the earth, there is immense wisdom in crystal use.	0	Not a Dark Pattern
1446	How to cast on	0	Not a Dark Pattern
1550	Tree Frog Terrariums	0	Not a Dark Pattern
174	9 people are currently viewing this product	1	Disguised Advertisement
1623	ONLY 1 WATCH LEFT	1	False Urgency
293	2+ people just viewed this product	1	Disguised Advertisement
1583	94% offers claimed. Hurry up!	1	False Urgency
747	KidsAuthentic	0	Not a Dark Pattern
1706	*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item	1	Interface Interference
850	Country (Optional)	0	Not a Dark Pattern
230	Hair treatments	0	Not a Dark Pattern
1736	Product Recycling	0	Not a Dark Pattern
1772	Purchase protection added	1	Basket Sneaking
1432	Only 6 items left	1	False Urgency
313	39 people have this in their cart	1	Disguised Advertisement
113	Sunflower	0	Not a Dark Pattern
1177	23% left in stock!	1	False Urgency
1573	Gold Collection	0	Not a Dark Pattern
1592	In Stock. Only 1 Left!	1	False Urgency
1146	Status:Only 3 left in stock	1	False Urgency
396	No thanks - I don't want to save money	1	Confirm Shaming
1723	Amazing service and quality! Lee up the excellent work.	0	Not a Dark Pattern
513	Today's sale ends in: 00hours:57min:19sec	1	False Urgency
1128	ONLY 7 LEFT!	1	False Urgency
1333	Business, Office & Industrial	0	Not a Dark Pattern
1330	My Story	0	Not a Dark Pattern
134	8 people are looking at this artwork	1	Disguised Advertisement
1351	Coffee	0	Not a Dark Pattern
1723	Add on something to make it extra special!	1	Interface Interference
1056	Take time to pay.	0	Not a Dark Pattern
808	OFFER ENDS 00:54:59	1	False Urgency
1734	Other Items On Special Offer:	1	Interface Interference
882	You may change the items in your order, or cancel the Smartship at anytime, up until 3 days prior to the scheduled ship date of your Smartship by calling Customer Service at 1-800-518-0284.	1	Subscription Trap
993	LIMITED TIME SALE	1	False Urgency
428	NO THANKS, I DON'T WANT TO SAVE	1	Confirm Shaming
414	Authenticity Guaranteed	0	Not a Dark Pattern
117	GeekVape Pursue a Healthy Vaping Experience	0	Not a Dark Pattern
1679	320 items left	1	False Urgency
1340	HURRY! 3 left in stock!	1	False Urgency
158	Nectar	0	Not a Dark Pattern
1451	My Project Lists	0	Not a Dark Pattern
300	Adjustable Cuffs With Inner Knitted Cuff	0	Not a Dark Pattern
638	Tribeca Remotes	0	Not a Dark Pattern
1158	Brand	0	Not a Dark Pattern
879	I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.	1	Forced Action
1044	The Dry Direct Ultimate is a great product, the best we have found. Customer service is very efficient, and deliveries have always been on time. We are very satisfied with Parentgiving in all aspects.	0	Not a Dark Pattern
1649	(ONLY 1 LEFT IN THIS SIZE!)	1	False Urgency
1627	Only 65 Items Left.	1	False Urgency
459	I Don't Like to Save Money	1	Interface Interference
113	Really good quality contacts and they work well on my eyes. Would definitely order again!!!!	0	Not a Dark Pattern
596	Explosive Offers! 80% Off Everything 07:25:41	1	False Urgency
